requirement_id,lane,capability_area,canonical_source,canonical_locator,canonical_requirement,final_production_owner_path,final_production_owner_symbol,final_actual_caller_path,final_actual_caller_symbol,final_runtime_binding,final_persistence_or_effect,final_api_or_frontend_destination,final_test_path,final_test_target_or_assertion,pre_remediation_disposition,pre_remediation_finding_ids,remediation_commit,final_disposition,non_blocking_debt,notes
B-DOM-REQ-025,B,Approval and policy,docs/canonical/04-a-domain-state-transition-contract.md,Lifecycle command / FinalizeCancel,"FinalizeCancel shall terminally cancel only after durable cancel intent and complete settlement of Actions, Approvals, Attempts, and current Plan.",src/google_work_agent/application/use_cases/action/approve_action.py,ApproveActionHandler,src/google_work_agent/api/routes/actions.py,approve_action,versioned Action scope -> policy/feasibility validation -> durable approval -> claim eligibility,Action/Approval/Plan/Run facts with CAS and idempotent command receipt,ActionPlanCard exact scope and approval outcome projection,tests/unit/application/use_cases/action/test_approve_action.py,"immutable scope/currentness, partial approval, rejection, idempotency, and no pre-approval Write",PASS,N/A — no substantive finding,4684aa06;27872661,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
B-DOM-REQ-026,B,Security and local trust,docs/canonical/04-a-domain-state-transition-contract.md,Lifecycle command / RequireReauth,"RequireReauth shall support all canonical safe phases, including Legacy READ Run EXECUTING with MAIN_CONTROL:READ_EXECUTION and no Attempt.",src/google_work_agent/api/security/bootstrap_session.py,BootstrapSessionManager,src/google_work_agent/api/app.py,create_app,loopback host validation -> bootstrap exchange -> session/CSRF/origin/version enforcement,session/keyring/audit facts; secrets remain outside projections,versioned local API error and readiness responses,tests/unit/api/test_security.py,"bootstrap replay rejection, CSRF/origin enforcement, redaction, and loopback-only trust",FINDING,WF1-B-DOM-FND-007,f4d13af0;ef5bd38a,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
B-DOM-REQ-027,B,Installed lifecycle,docs/canonical/04-a-domain-state-transition-contract.md,Lifecycle command / ResumeAfterReauth,"ResumeAfterReauth shall restore the exact saved safe phase, including the guarded Legacy READ EXECUTING branch.",launcher/entrypoint.py,main,launcher/start_service.py,start_service,verify installation -> single instance -> data directory -> service readiness -> browser/control lifecycle,"installed data directory, instance control, readiness, backup/restore and shutdown state",local browser UI and /health readiness,tests/unit/launcher/test_entrypoint_flow.py,"installed startup ordering, existing-instance reuse, failure propagation, and clean shutdown",FINDING,WF1-B-DOM-FND-008,4e42dbdc;ef5bd38a,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
B-DOM-REQ-028,B,Recovery and corrective planning,docs/canonical/04-a-domain-state-transition-contract.md,Lifecycle command / RequireRecovery,RequireRecovery shall move only a nonterminal Run to RECOVERY_REQUIRED and persist a valid reason-specific RecoveryContextV1.,src/google_work_agent/application/use_cases/recovery/resolve_recovery.py,ResolveRecoveryHandler,src/google_work_agent/api/routes/runs.py,resolve_recovery,reason-specific durable Recovery -> safe option guard -> verification/terminal/corrective planning continuation,"Recovery proof, resolution, corrective Plan lineage, workflow handoff and checkpoint target",RecoveryCard options and authoritative Run refresh,tests/unit/application/use_cases/recovery/test_resolve_recovery.py,"irrecoverability proof, UNKNOWN_RESULT safety, corrective lineage, and exact continuation target",PASS,N/A — no substantive finding,4684aa06;4e42dbdc;ba6ce026,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
B-DOM-REQ-029,B,Recovery and corrective planning,docs/canonical/04-a-domain-state-transition-contract.md,Lifecycle command / ResolveRecovery(RECHECK),Recovery RECHECK shall require changed durable input and return only the reason-specific safe target.,src/google_work_agent/application/use_cases/recovery/resolve_recovery.py,ResolveRecoveryHandler,src/google_work_agent/api/routes/runs.py,resolve_recovery,reason-specific durable Recovery -> safe option guard -> verification/terminal/corrective planning continuation,"Recovery proof, resolution, corrective Plan lineage, workflow handoff and checkpoint target",RecoveryCard options and authoritative Run refresh,tests/unit/application/use_cases/recovery/test_resolve_recovery.py,"irrecoverability proof, UNKNOWN_RESULT safety, corrective lineage, and exact continuation target",PASS,N/A — no substantive finding,4684aa06;4e42dbdc;ba6ce026,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
B-DOM-REQ-030,B,Verification,docs/canonical/04-a-domain-state-transition-contract.md,Lifecycle command / ResolveRecovery(ACCEPT_PARTIAL),ACCEPT_PARTIAL shall apply only to VERIFICATION_MISMATCH with cancel intent false and settle pending children.,src/google_work_agent/application/use_cases/verification/verify_effect.py,VerifyEffectHandler,src/google_work_agent/adapters/langgraph/write_execution_driver.py,verification phase,executed child fact -> external verification read -> normalized VERIFIED/MISMATCH -> short storage UoW,Verification fact binds Action/Attempt/Approval identity and observed fields,verification detail and recovery options in snapshot/SSE/frontend,tests/unit/application/test_write_verification_projection.py,"executed-child precondition, identity binding, normalized field comparison, and durable UI projection",PASS,N/A — no substantive finding,4684aa06;27872661,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
B-DOM-REQ-031,B,Approval and policy,docs/canonical/04-a-domain-state-transition-contract.md,Lifecycle command / ResolveRecovery(CREATE_CORRECTIVE_PLAN),"CREATE_CORRECTIVE_PLAN shall supersede the current Plan, revoke active approvals, and create a fresh revision with cancel intent false.",src/google_work_agent/application/use_cases/action/approve_action.py,ApproveActionHandler,src/google_work_agent/api/routes/actions.py,approve_action,versioned Action scope -> policy/feasibility validation -> durable approval -> claim eligibility,Action/Approval/Plan/Run facts with CAS and idempotent command receipt,ActionPlanCard exact scope and approval outcome projection,tests/unit/application/use_cases/action/test_approve_action.py,"immutable scope/currentness, partial approval, rejection, idempotency, and no pre-approval Write",PASS,N/A — no substantive finding,4684aa06;27872661,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
B-DOM-REQ-032,B,Verification,docs/canonical/04-a-domain-state-transition-contract.md,Lifecycle command / ResolveRecovery(CANCEL),Recovery CANCEL shall require durable cancel intent and no unresolved delivery/verification uncertainty.,src/google_work_agent/application/use_cases/verification/verify_effect.py,VerifyEffectHandler,src/google_work_agent/adapters/langgraph/write_execution_driver.py,verification phase,executed child fact -> external verification read -> normalized VERIFIED/MISMATCH -> short storage UoW,Verification fact binds Action/Attempt/Approval identity and observed fields,verification detail and recovery options in snapshot/SSE/frontend,tests/unit/application/test_write_verification_projection.py,"executed-child precondition, identity binding, normalized field comparison, and durable UI projection",PASS,N/A — no substantive finding,4684aa06;27872661,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
B-DOM-REQ-033,B,Recovery and corrective planning,docs/canonical/04-a-domain-state-transition-contract.md,Lifecycle command / ResolveRecovery(FAIL),Recovery FAIL shall apply only when the reason matrix permits it and irrecoverability is independently confirmed with no unresolved external uncertainty.,src/google_work_agent/application/use_cases/recovery/resolve_recovery.py,ResolveRecoveryHandler,src/google_work_agent/api/routes/runs.py,resolve_recovery,reason-specific durable Recovery -> safe option guard -> verification/terminal/corrective planning continuation,"Recovery proof, resolution, corrective Plan lineage, workflow handoff and checkpoint target",RecoveryCard options and authoritative Run refresh,tests/unit/application/use_cases/recovery/test_resolve_recovery.py,"irrecoverability proof, UNKNOWN_RESULT safety, corrective lineage, and exact continuation target",FINDING,WF1-B-DOM-FND-010;X3-TEST-FIND-018,4684aa06;4e42dbdc;ba6ce026,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
B-DOM-REQ-034,B,Approval and policy,docs/canonical/04-a-domain-state-transition-contract.md,Lifecycle command / ApproveAction,ApproveAction shall move current reviewed WRITE Action PROPOSED or MODIFIED to APPROVED and create one ACTIVE Approval snapshot.,src/google_work_agent/application/use_cases/action/approve_action.py,ApproveActionHandler,src/google_work_agent/api/routes/actions.py,approve_action,versioned Action scope -> policy/feasibility validation -> durable approval -> claim eligibility,Action/Approval/Plan/Run facts with CAS and idempotent command receipt,ActionPlanCard exact scope and approval outcome projection,tests/unit/application/use_cases/action/test_approve_action.py,"immutable scope/currentness, partial approval, rejection, idempotency, and no pre-approval Write",PASS,N/A — no substantive finding,4684aa06;27872661,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
B-DOM-REQ-035,B,Approval and policy,docs/canonical/04-a-domain-state-transition-contract.md,Lifecycle command / ModifyAction,"ModifyAction shall move an eligible current Action to MODIFIED, increment version, revoke ACTIVE Approval, and require fresh review.",src/google_work_agent/application/use_cases/action/approve_action.py,ApproveActionHandler,src/google_work_agent/api/routes/actions.py,approve_action,versioned Action scope -> policy/feasibility validation -> durable approval -> claim eligibility,Action/Approval/Plan/Run facts with CAS and idempotent command receipt,ActionPlanCard exact scope and approval outcome projection,tests/unit/application/use_cases/action/test_approve_action.py,"immutable scope/currentness, partial approval, rejection, idempotency, and no pre-approval Write",PASS,N/A — no substantive finding,4684aa06;27872661,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
B-DOM-REQ-036,B,Approval and policy,docs/canonical/04-a-domain-state-transition-contract.md,Lifecycle command / RejectAction,"RejectAction shall reject the current Action, revoke ACTIVE Approval, and deterministically dependency-block descendants.",src/google_work_agent/application/use_cases/action/approve_action.py,ApproveActionHandler,src/google_work_agent/api/routes/actions.py,approve_action,versioned Action scope -> policy/feasibility validation -> durable approval -> claim eligibility,Action/Approval/Plan/Run facts with CAS and idempotent command receipt,ActionPlanCard exact scope and approval outcome projection,tests/unit/application/use_cases/action/test_approve_action.py,"immutable scope/currentness, partial approval, rejection, idempotency, and no pre-approval Write",PASS,N/A — no substantive finding,4684aa06;27872661,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
B-DOM-REQ-037,B,Approval and policy,docs/canonical/04-a-domain-state-transition-contract.md,Lifecycle command / CancelPendingAction,"CancelPendingAction shall close PROPOSED, MODIFIED, APPROVED, or EXPIRED current Action and revoke ACTIVE Approval without creating Attempt/Verification.",src/google_work_agent/application/use_cases/action/approve_action.py,ApproveActionHandler,src/google_work_agent/api/routes/actions.py,approve_action,versioned Action scope -> policy/feasibility validation -> durable approval -> claim eligibility,Action/Approval/Plan/Run facts with CAS and idempotent command receipt,ActionPlanCard exact scope and approval outcome projection,tests/unit/application/use_cases/action/test_approve_action.py,"immutable scope/currentness, partial approval, rejection, idempotency, and no pre-approval Write",PASS,N/A — no substantive finding,4684aa06;27872661,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
B-DOM-REQ-038,B,Approval and policy,docs/canonical/04-a-domain-state-transition-contract.md,Lifecycle command / ExpireApproval,ExpireApproval shall couple Action APPROVED->EXPIRED with current Approval ACTIVE->EXPIRED only on registered staleness.,src/google_work_agent/application/use_cases/action/approve_action.py,ApproveActionHandler,src/google_work_agent/api/routes/actions.py,approve_action,versioned Action scope -> policy/feasibility validation -> durable approval -> claim eligibility,Action/Approval/Plan/Run facts with CAS and idempotent command receipt,ActionPlanCard exact scope and approval outcome projection,tests/unit/application/use_cases/action/test_approve_action.py,"immutable scope/currentness, partial approval, rejection, idempotency, and no pre-approval Write",PASS,N/A — no substantive finding,4684aa06;27872661,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
B-DOM-REQ-039,B,Approval and policy,docs/canonical/04-a-domain-state-transition-contract.md,Lifecycle command / RefreshExpiredAction,"RefreshExpiredAction shall move EXPIRED to MODIFIED, bind fresh source/policy/schema facts, and require Review before a new Approval.",src/google_work_agent/application/use_cases/action/approve_action.py,ApproveActionHandler,src/google_work_agent/api/routes/actions.py,approve_action,versioned Action scope -> policy/feasibility validation -> durable approval -> claim eligibility,Action/Approval/Plan/Run facts with CAS and idempotent command receipt,ActionPlanCard exact scope and approval outcome projection,tests/unit/application/use_cases/action/test_approve_action.py,"immutable scope/currentness, partial approval, rejection, idempotency, and no pre-approval Write",PASS,N/A — no substantive finding,4684aa06;27872661,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
B-DOM-REQ-040,B,ClaimContext authority,docs/canonical/04-a-domain-state-transition-contract.md,Lifecycle command / ClaimReadAction,ClaimReadAction shall move Legacy READ Action PROPOSED to EXECUTING without Approval or ExecutionAttempt.,src/google_work_agent/application/use_cases/claim/build_claim_context.py,BuildClaimContextHandler,src/google_work_agent/adapters/langgraph/write_execution_driver.py,WriteExecutionDriver,approved current Action -> claim preflight -> single signed ClaimContextV2 -> unchanged connector input,durable claim/action/approval/plan/run identity and MCP process instance binding,McpConnectorWriteAdapter receives the application signature unchanged,tests/unit/application/use_cases/claim/test_build_claim_context.py,"single signing owner, exact parent/currentness chain, and signature payload stability",FINDING,WF1-B-DOM-FND-003;X3-TEST-FIND-015,4684aa06,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
B-DOM-REQ-041,B,Domain lifecycle and invariants,docs/canonical/04-a-domain-state-transition-contract.md,Lifecycle command / CompleteReadAction,CompleteReadAction shall move Legacy READ Action EXECUTING to EXECUTED on a typed successful read.,src/google_work_agent/domain/run/model.py,Run,src/google_work_agent/application/use_cases/run/start_run.py,StartRunHandler,Application command -> Domain guard/transition -> UoW commit -> explicit next allowed operation,Run/Plan/Action/Approval/Attempt/Verification/Recovery aggregate facts,Application snapshot/SSE projections only; Domain remains truth,tests/unit/domain/run/guards/test_start_run.py,"observable guards/transitions, invalid-state rejection, idempotency and lifecycle invariants",FINDING,WF1-B-DOM-FND-004;X3-TEST-FIND-015,7654b080;4684aa06,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
B-DOM-REQ-042,B,Verification,docs/canonical/04-a-domain-state-transition-contract.md,Lifecycle command / FinalizeReadAction,FinalizeReadAction shall move Legacy READ Action EXECUTED to VERIFIED without a Verification row.,src/google_work_agent/application/use_cases/verification/verify_effect.py,VerifyEffectHandler,src/google_work_agent/adapters/langgraph/write_execution_driver.py,verification phase,executed child fact -> external verification read -> normalized VERIFIED/MISMATCH -> short storage UoW,Verification fact binds Action/Attempt/Approval identity and observed fields,verification detail and recovery options in snapshot/SSE/frontend,tests/unit/application/test_write_verification_projection.py,"executed-child precondition, identity binding, normalized field comparison, and durable UI projection",FINDING,WF1-B-DOM-FND-005;X3-TEST-FIND-015,4684aa06;27872661,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
B-DOM-REQ-043,B,Domain lifecycle and invariants,docs/canonical/04-a-domain-state-transition-contract.md,Lifecycle command / FailReadAction,FailReadAction shall move Legacy READ Action EXECUTING to FAILED without retrying after cancel/restart uncertainty.,src/google_work_agent/domain/run/model.py,Run,src/google_work_agent/application/use_cases/run/start_run.py,StartRunHandler,Application command -> Domain guard/transition -> UoW commit -> explicit next allowed operation,Run/Plan/Action/Approval/Attempt/Verification/Recovery aggregate facts,Application snapshot/SSE projections only; Domain remains truth,tests/unit/domain/run/guards/test_start_run.py,"observable guards/transitions, invalid-state rejection, idempotency and lifecycle invariants",FINDING,WF1-B-DOM-FND-006;X3-TEST-FIND-015,7654b080;4684aa06,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
B-DOM-REQ-044,B,ClaimContext authority,docs/canonical/04-a-domain-state-transition-contract.md,Lifecycle command / ClaimExecution,"ClaimExecution shall atomically move WRITE Action APPROVED->EXECUTING, Approval ACTIVE->CONSUMED, and create Attempt CLAIMED under full parent/hash/dependency/cancel fences.",src/google_work_agent/application/use_cases/claim/build_claim_context.py,BuildClaimContextHandler,src/google_work_agent/adapters/langgraph/write_execution_driver.py,WriteExecutionDriver,approved current Action -> claim preflight -> single signed ClaimContextV2 -> unchanged connector input,durable claim/action/approval/plan/run identity and MCP process instance binding,McpConnectorWriteAdapter receives the application signature unchanged,tests/unit/application/use_cases/claim/test_build_claim_context.py,"single signing owner, exact parent/currentness chain, and signature payload stability",PASS,N/A — no substantive finding,4684aa06,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
B-DOM-REQ-045,B,ClaimContext authority,docs/canonical/04-a-domain-state-transition-contract.md,Lifecycle command / BeginExecutionAttempt,BeginExecutionAttempt shall move CLAIMED to EXECUTING only with current ClaimContext and no durable cancel intent.,src/google_work_agent/application/use_cases/claim/build_claim_context.py,BuildClaimContextHandler,src/google_work_agent/adapters/langgraph/write_execution_driver.py,WriteExecutionDriver,approved current Action -> claim preflight -> single signed ClaimContextV2 -> unchanged connector input,durable claim/action/approval/plan/run identity and MCP process instance binding,McpConnectorWriteAdapter receives the application signature unchanged,tests/unit/application/use_cases/claim/test_build_claim_context.py,"single signing owner, exact parent/currentness chain, and signature payload stability",PASS,N/A — no substantive finding,4684aa06,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
B-DOM-REQ-046,B,ClaimContext authority,docs/canonical/04-a-domain-state-transition-contract.md,Lifecycle command / AbortClaimedExecution,AbortClaimedExecution shall settle a pre-dispatch CLAIMED Attempt only when Begin was not applied and provider dispatch count is zero.,src/google_work_agent/application/use_cases/claim/build_claim_context.py,BuildClaimContextHandler,src/google_work_agent/adapters/langgraph/write_execution_driver.py,WriteExecutionDriver,approved current Action -> claim preflight -> single signed ClaimContextV2 -> unchanged connector input,durable claim/action/approval/plan/run identity and MCP process instance binding,McpConnectorWriteAdapter receives the application signature unchanged,tests/unit/application/use_cases/claim/test_build_claim_context.py,"single signing owner, exact parent/currentness chain, and signature payload stability",PASS,N/A — no substantive finding,4684aa06,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
B-DOM-REQ-047,B,Domain lifecycle and invariants,docs/canonical/04-a-domain-state-transition-contract.md,Lifecycle command / StoreSuccess,StoreSuccess shall couple Action EXECUTING->EXECUTED and Attempt EXECUTING->SUCCEEDED with result facts.,src/google_work_agent/domain/run/model.py,Run,src/google_work_agent/application/use_cases/run/start_run.py,StartRunHandler,Application command -> Domain guard/transition -> UoW commit -> explicit next allowed operation,Run/Plan/Action/Approval/Attempt/Verification/Recovery aggregate facts,Application snapshot/SSE projections only; Domain remains truth,tests/unit/domain/run/guards/test_start_run.py,"observable guards/transitions, invalid-state rejection, idempotency and lifecycle invariants",PASS,N/A — no substantive finding,7654b080;4684aa06,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
B-DOM-REQ-048,B,Execution attempt and external Write,docs/canonical/04-a-domain-state-transition-contract.md,Lifecycle command / MarkFailed,MarkFailed shall couple Action/Attempt to FAILED only when delivery certainty is NOT_SENT.,src/google_work_agent/application/use_cases/execution_attempt/dispatch_connector_write.py,DispatchConnectorWrite,src/google_work_agent/adapters/langgraph/write_execution_driver.py,WriteExecutionDriver,Claim -> BeginExecutionAttempt(applied=true commit) -> currentness reread -> ConnectorWritePort,ExecutionAttempt begin/receipt/outcome and delivery certainty; external Write occurs outside SQLite transaction,execution summary -> verification/recovery -> snapshot/SSE,tests/unit/application/use_cases/execution_attempt/test_execution_identity_safety.py,"zero Write before durable begin, parent identity/currentness, certainty classification, and UNKNOWN_RESULT no-resend",PASS,N/A — no substantive finding,4684aa06,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
B-DOM-REQ-049,B,Recovery and corrective planning,docs/canonical/04-a-domain-state-transition-contract.md,Lifecycle command / MarkUnknownResult,MarkUnknownResult shall couple Action and Attempt EXECUTING to UNKNOWN_RESULT without creating a new Attempt or Write.,src/google_work_agent/application/use_cases/recovery/resolve_recovery.py,ResolveRecoveryHandler,src/google_work_agent/api/routes/runs.py,resolve_recovery,reason-specific durable Recovery -> safe option guard -> verification/terminal/corrective planning continuation,"Recovery proof, resolution, corrective Plan lineage, workflow handoff and checkpoint target",RecoveryCard options and authoritative Run refresh,tests/unit/application/use_cases/recovery/test_resolve_recovery.py,"irrecoverability proof, UNKNOWN_RESULT safety, corrective lineage, and exact continuation target",PASS,N/A — no substantive finding,4684aa06;4e42dbdc;ba6ce026,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
B-DOM-REQ-050,B,Recovery and corrective planning,docs/canonical/04-a-domain-state-transition-contract.md,Lifecycle command / RecoverExistingResult,RecoverExistingResult shall require lookup evidence and couple UNKNOWN_RESULT to EXECUTED/SUCCEEDED.,src/google_work_agent/application/use_cases/recovery/resolve_recovery.py,ResolveRecoveryHandler,src/google_work_agent/api/routes/runs.py,resolve_recovery,reason-specific durable Recovery -> safe option guard -> verification/terminal/corrective planning continuation,"Recovery proof, resolution, corrective Plan lineage, workflow handoff and checkpoint target",RecoveryCard options and authoritative Run refresh,tests/unit/application/use_cases/recovery/test_resolve_recovery.py,"irrecoverability proof, UNKNOWN_RESULT safety, corrective lineage, and exact continuation target",PASS,N/A — no substantive finding,4684aa06;4e42dbdc;ba6ce026,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
B-DOM-REQ-051,B,Recovery and corrective planning,docs/canonical/04-a-domain-state-transition-contract.md,Lifecycle command / ResolveAsFailed,ResolveAsFailed shall require deterministic confirmation that the effect did not execute before coupling UNKNOWN_RESULT to FAILED.,src/google_work_agent/application/use_cases/recovery/resolve_recovery.py,ResolveRecoveryHandler,src/google_work_agent/api/routes/runs.py,resolve_recovery,reason-specific durable Recovery -> safe option guard -> verification/terminal/corrective planning continuation,"Recovery proof, resolution, corrective Plan lineage, workflow handoff and checkpoint target",RecoveryCard options and authoritative Run refresh,tests/unit/application/use_cases/recovery/test_resolve_recovery.py,"irrecoverability proof, UNKNOWN_RESULT safety, corrective lineage, and exact continuation target",PASS,N/A — no substantive finding,4684aa06;4e42dbdc;ba6ce026,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
B-DOM-REQ-052,B,Verification,docs/canonical/04-a-domain-state-transition-contract.md,Lifecycle command / StoreVerification,StoreVerification shall append one immutable durable verification and couple Action EXECUTED to VERIFIED or MISMATCH.,src/google_work_agent/application/use_cases/verification/verify_effect.py,VerifyEffectHandler,src/google_work_agent/adapters/langgraph/write_execution_driver.py,verification phase,executed child fact -> external verification read -> normalized VERIFIED/MISMATCH -> short storage UoW,Verification fact binds Action/Attempt/Approval identity and observed fields,verification detail and recovery options in snapshot/SSE/frontend,tests/unit/application/test_write_verification_projection.py,"executed-child precondition, identity binding, normalized field comparison, and durable UI projection",PASS,N/A — no substantive finding,4684aa06;27872661,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
B-DOM-REQ-053,B,Approval and policy,docs/canonical/04-a-domain-state-transition-contract.md,Lifecycle command / PrepareWriteRetry,"PrepareWriteRetry shall move FAILED to MODIFIED, invalidate old execution authority, and require fresh review/approval/attempt.",src/google_work_agent/application/use_cases/action/approve_action.py,ApproveActionHandler,src/google_work_agent/api/routes/actions.py,approve_action,versioned Action scope -> policy/feasibility validation -> durable approval -> claim eligibility,Action/Approval/Plan/Run facts with CAS and idempotent command receipt,ActionPlanCard exact scope and approval outcome projection,tests/unit/application/use_cases/action/test_approve_action.py,"immutable scope/currentness, partial approval, rejection, idempotency, and no pre-approval Write",PASS,N/A — no substantive finding,4684aa06;27872661,PASS,"N/A — functional, safety, runtime, and proof chain closed",Re-resolved against FINAL_PRODUCT_SHA ef5bd38a4526b5e10f9c7d848cefbaed0ef43341; current owner/caller/test path existence checked; historical runtime locator/verdict not reused.
